searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
MAXCLINIC Cirmage Lifting Stick	2	False	MAXCLINIC Cirmage Lifting Stick	32	32
holika holika 3 seconds starter	12	False	holika holika 3 seconds starter	0	0
КАРБОКСИТЕРАПИЯ НАБОР ДЛЯ ЛИЦА CARBOXY THERAPY СО2 GEL MASK	1	False	КАРБОКСИТЕРАПИЯ НАБОР ДЛЯ ЛИЦА CARBOXY THERAPY СО2 GEL MASK	32	32
Эмульсия saem	5	False	Эмульсия saem	11	11
этюд хаус	1	False	этюд хаус	2	2
отбеливание зубов	5	False	отбеливание зубов	32	32
Ночная маска Tony Moly Magic Food Banana Sleeping Pack	2	False	Ночная маска Tony Moly Magic Food Banana Sleeping Pack	31	31
20093	1	False	20093	0	0
угольная маска	13	False	угольная маска	29	29
бустер apieu glycolic acid peeling booster с aha	4	True	booster a pieu glycolic acid peeling booster с aha	30	0
MISSHA Гидрофильное масло	2	False	MISSHA Гидрофильное масло	31	31
ночная маска желейная	3	False	ночная маска желейная	26	26
морской коллаген	2	False	морской коллаген	23	23
Pore control mask	1	False	Pore control mask	30	30
shinetree	3	False	shinetree	0	0
крем со льном	2	False	крем со льном	32	32
Пенка яичная	1	False	Пенка яичная	29	29
Витамины	7	False	Витамины	30	30
средство от чёрных точек lioele blackhead clear	8	False	средство от чёрных точек lioele blackhead clear	27	27
Тонер роза	2	True	тонер rose	30	31
пилинг labiotte	1	False	пилинг labiotte	31	31
Am6010	1	False	Am6010	1	1
Сыворотка super aqua	2	False	Сыворотка super aqua	24	24
Mise En Scene	9	False	Mise En Scene	29	29
лосьон для тела	7	False	лосьон для тела	32	32
патчи вокруг глаз	7	False	патчи вокруг глаз	21	21
ежедневные гигиенические прокладки	7	False	ежедневные гигиенические прокладки	32	32
Missha aqua	6	False	Missha aqua	23	23
Популярные	1	False	Популярные	32	32
Estheroce	3	False	Estheroce	16	16
крем на козьем молоке	4	False	крем на козьем молоке	22	22
Elizavecca milky piggy	26	False	Elizavecca milky piggy	26	26
Pelo baum	5	False	Pelo baum	0	0
Стикеты для чёрных точек	1	False	Стикеты для чёрных точек	27	27
шампунь с черным чесноком	11	False	шампунь с черным чесноком	30	30
mint	1	False	mint	22	22
Яблочко	2	False	Яблочко	30	30
FarmStay Visible Difference Mask Sheet	1	False	FarmStay Visible Difference Mask Sheet	32	32
Пробники, миниатюры	1	False	Пробники, миниатюры	20	20
 Collagen 100	1	False	collagen 100	22	22
Rose bb	2	False	Rose bb	32	32
POMEGRANATE ESSENCE MASK	1	False	POMEGRANATE ESSENCE MASK	32	32
collagen moisture foundation spf 15	2	False	collagen moisture foundation spf 15	25	25
Aмпульная сыворотка 80% муцина улитки AGATHA FUNTIONNEL ESCARGOT SERUM, 30 мл	2	False	Aмпульная сыворотка 80% муцина улитки AGATHA FUNTIONNEL ESCARGOT SERUM, 30 мл	32	32
Wonder drawing fixing brow	2	False	Wonder drawing fixing brow	28	28
am6074	3	False	am6074	1	1
Тонер лимони	1	True	тонер limoni	30	30
Start	1	False	Start	32	32
 для ресниц	1	False	для ресниц	25	25
chanel	1	False	chanel	0	0
Крем с пептидами	6	False	Крем с пептидами	27	27
banila co clean it zero	11	False	banila co clean it zero	31	31
Сыворотка с пептидами	5	False	Сыворотка с пептидами	20	20
Missha All Over Perfume Mist 120мл	1	False	Missha All Over Perfume Mist 120мл	32	32
6952	3	False	6952	1	1
Пилинг скатка для лица	2	False	Пилинг скатка для лица	21	21
Крем pik	1	False	Крем pik	27	27
солнцезащитный крем missha	2	False	солнцезащитный крем missha	26	26
A skin cup	1	False	A skin cup	26	26
combo	2	False	combo	11	11
I'm from	1	False	I'm from	32	32
стик очищающий	2	True	stick очищающий	30	64
Гранат	1	False	Гранат	32	32
Пудры для обогащения косметики	1	False	Пудры для обогащения косметики	32	32
10823	3	False	10823	1	1
Филлеры для лица	1	False	Филлеры для лица	29	29
UV sun block cream SPF42	1	False	UV sun block cream SPF42	32	32
The Saem Saemmul Artlook Eyebrow [арт 1739]	1	False	The Saem Saemmul Artlook Eyebrow [арт 1739]	30	30
Hario han meo ri	1	True	hario hand meo ri	32	32
limoni snail	2	False	limoni snail	32	32
полоски для век	5	False	полоски для век	31	31
сщыкч	2	True	cosrx	32	30
Beyond Angel Aqua CC cream	5	False	Beyond Angel Aqua CC cream	12	12
Полный набор для лица против морщин от 35 лет	1	False	Полный набор для лица против морщин от 35 лет	32	32
Палетка	9	False	Палетка	31	31
Карбоновые маски	3	False	Карбоновые маски	32	32
secret key gold premium first eye patch	5	False	secret key gold premium first eye patch	31	31
Стик	5	True	stick	31	32
Nashi argan hydrating hair mask	1	False	Nashi argan hydrating hair mask	32	32
manyo factory	28	False	manyo factory	19	19
Time Lock Anti-wrinkle gel mask	1	False	Time Lock Anti-wrinkle gel mask	32	32
Рефил для кушона	2	False	Рефил для кушона	31	31
MISSHA Near Skin pH Balancing	2	False	MISSHA Near Skin pH Balancing	13	13
6963	1	False	6963	1	1
СС крем, меняющий цвет на коже SPF25 PA   WELCOS COLOR CHANGE BLEMISH BALM SPF25 PA	1	False	СС крем, меняющий цвет на коже SPF25 PA   WELCOS COLOR CHANGE BLEMISH BALM SPF25 PA	0	0
акции	5	False	акции	27	27
Средство для удаления макияжа	1	False	Средство для удаления макияжа	10	10
Для жирной проблемной кожи	6	False	Для жирной проблемной кожи	32	32
[Elizavecca] Сыворотка С ЭПИДЕРМАЛЬНЫМ ФАКТОРОМ РОСТА Witch piggy hell-pore  EGF special  ample,50мл	1	False	[Elizavecca] Сыворотка С ЭПИДЕРМАЛЬНЫМ ФАКТОРОМ РОСТА Witch piggy hell-pore  EGF special  ample,50мл	32	32
маска золотая	3	False	маска золотая	21	21
салфетки очищающие	9	False	салфетки очищающие	20	20
11524	4	False	11524	1	1
"3W CLINIC Крем BB с КОЛЛАГЕН/ЗОЛОТО ""Collagen&Luxury Gold"""	1	False	"3W CLINIC Крем BB с КОЛЛАГЕН/ЗОЛОТО ""Collagen&Luxury Gold"""	32	32
урбан	1	True	urban	20	27
vitamin c	8	False	vitamin c	23	23
увлажняющий гель для лица	7	False	увлажняющий гель для лица	32	32
WATERMAX MOISTURE BB CREAM	1	True	water max moisture bb cream	31	0
прозрачная минеральная пудра	9	False	прозрачная минеральная пудра	28	28
Moremo	9	False	Moremo	11	11
topcoatpack	4	False	topcoatpack	0	0
Ciracle Pore Control Tightening Serum	1	False	Ciracle Pore Control Tightening Serum	31	31
наклейки на веки	5	False	наклейки на веки	30	30
сыворотка с коллагеном	7	False	сыворотка с коллагеном	29	29
BeauuGreen	4	False	BeauuGreen	4	4
Ellevon	6	False	Ellevon	0	0
Патчи для глаз после 50 лет	4	False	Патчи для глаз после 50 лет	32	32
patch Secret Key	1	False	patch Secret Key	31	31
для подбородка	7	False	для подбородка	28	28
увлажняющий стартер	5	False	увлажняющий стартер	24	24
backing powder	4	True	baking powder	24	29
Компактная пудра Missha Pro-Touch Powder Pact SPF25/PA	1	False	Компактная пудра Missha Pro-Touch Powder Pact SPF25/PA	32	32
бб крем	24	False	бб крем	27	27
Маска для лица с овсянкой The Saem Natural Oatmeal Mask Sheet [арт 2151]	1	False	Маска для лица с овсянкой The Saem Natural Oatmeal Mask Sheet [арт 2151]	32	32
эмульсия collagen ETUDE HOUSE	1	False	эмульсия collagen ETUDE HOUSE	30	30
Crystalwhitening	1	True	crystal whitening	32	32
отбеливающая маска	8	False	отбеливающая маска	28	28
Тени матовые	1	False	Тени матовые	29	29
Tony Moly крем	8	False	Tony Moly крем	21	21
пинцет	8	False	пинцет	11	11
phitoncide mijin mask	5	False	phitoncide mijin mask	31	31
Advanced Snail 96 Mucin Power Essence	1	False	Advanced Snail 96 Mucin Power Essence	32	32
Тони моли тушь	3	False	Тони моли тушь	27	27
спрей соль	1	False	спрей соль	25	25
пенка скраб для лица	2	False	пенка скраб для лица	14	14
Primer	3	False	Primer	29	29
Патчи ayome	1	False	Патчи ayome	32	32
jps	1	False	jps	16	16
шампунь для тонких волос	5	False	шампунь для тонких волос	19	19
Becca	4	False	Becca	0	0
 пептидами	1	False	пептидами	30	30
Зубная паста	1	False	Зубная паста	17	17
4984	6	False	4984	1	1
Пилинг гель	11	False	Пилинг гель	25	25
super agua	1	False	super agua	32	32
Мужские одеколоны	3	False	Мужские одеколоны	13	13
7098	4	False	7098	1	1
спрей уход зимняя защита	1	False	спрей уход зимняя защита	32	32
филлер	5	True	filler	14	15
Шампунь для роста волос	5	False	Шампунь для роста волос	32	32
Тени для век Missha Modern Shadow	3	False	Тени для век Missha Modern Shadow	19	19
